name,title,date,review_text
Astera Villa Seminyak,Luxury Villa with comfortable atmosphere,09/01/2021,"Stay for couple nights for spend holiday in Astera Villa Is perfect choice for me and my partner. Nice villa, with comfortable atmosphere and friendly staff Is amazing experience. Let me say i Will come back very shortly to spend my another holiday soon. Special Thank you for your warm hospitality Mr Lanang, as Villa Manager in Astera our holiday more than perfect."
Astera Villa Seminyak,Honeymoon,09/01/2021,Tempatnya bagus. Tenang. Romantis. Bersih. Kalo ke Bali bisa jadi balik kesini. Staffnya ramah. Lokasi strategis. Cuma mungkin handle pintu perlu dikasih 2 sisi kali yaa. Biar nutupnya bisa rapat dan air dari kamar mandi ga kemana mana.
Astera Villa Seminyak,nice staycation!,08/01/2021,we stay here for 2 nights. it’s very comfortable and clean villa. the staff very helpful and friendly. the breakfast also delicious with floating breakfast. the location is not far from the beach or mall. we’ll back soon. thankyou astera villa
Astera Villa Seminyak,Stay cation,08/01/2021,Lovely villa room was here!!!!! Thank you for all of staf that help us Upin check in. Ms Mega thanks for always friendly with me haha and help me to print out my rapid at lobby. Thank you so much and we will comeback
Astera Villa Seminyak,Good place,08/01/2021,"good place and room to stay here. just one night stay here but we really enjoy and love it. actually for the cleanliness of the room, that was super great. and for the staf also, really friendly. thanks to Ms mega as reception was really helpful and thanks to Ms candra also. see u"
Astera Villa Seminyak,Nice room,08/01/2021,"Thank you astera villa seminyak for comfortable room, were so happy for spent our last night in Bali here. We will comeback soon and recomend this villa with mu friend. See uu soon and thank you for the service, thanks ms Mega as reception"
Astera Villa Seminyak,Lovely room,08/01/2021,"Nice stayyy for 3 night stay. Room so comfortable with private pool and bathun also. The bathroom was big and super clean. Everyday we had cleaning room, so our room always clean. Thanks for all of staf than was super friendlu, especially Ms Mega at reception and Candra. See u soon guys"
Astera Villa Seminyak,Happy day use,08/01/2021,"Im stay for day use here, spend the time with swimming with my lovely boyfriend. Pool was so clean and large for private villa size. Thank you for excellence service, Ms Mega and Ms candra, was so nice upon check in. See u soon, thank you"
Astera Villa Seminyak,Hiburan,08/01/2021,"Villanyaa sangatt bagus, fasilitasnyaa sangat lengkap dan untuk staffnya sangat membantu. Villanya bersih dan nyaman, yg pasti bakal balik kesini lagi. Trimakasih untuk Bapak Lanang dan staff lainnyaa <3 !!!!"
Astera Villa Seminyak,Standar yg tinggi dari ini vie hospitality,08/01/2021,Kami sudah menginap di beberapa properti ini vie hospitality dan kami sangat menyukai standar kenyamanan mereka yg tinggi. Staff yang ramah dan helpful selalu menjadi nilai positif dari ini vie hospitality.
Astera Villa Seminyak,nicely room,08/01/2021,"kamarnya nyaman, luass. poolnya juga lebar untuk ukuran private pool, bisa sewa floaties bebek juga disini. soon will comeback, cuman kemarin di washtafel agak stuck airnya, but overal good. thank reception candra, mega, friska."
Astera Villa Seminyak,Perlu improvement,08/01/2021,"Suasana kamar nyaman. Design baik. Kerapihan baik. Pelayanan ramah. Namun ada beberapa yang perlu diperbaiki. Tong sampah kamar mandi tidak dibersihkan dari tamu sebelumnya. Handuk tidak disediakan dan harus diminta dahulu. Air hangat di bath tub maupun kamar mandi cepat sekali dingin, tidak akan bisa berendam air hangat di bath tub. Alexanya sangat tidak responsif."
Astera Villa Seminyak,Staycation,08/01/2021,"Menginap 2 Hari 1 Malam di villa astera sangat memuaskan sekali,selain nyaman pelayanan disini juga amat sangat ramah dah professional banget,kamarnya bersih,luas,dan di lengkapi Netflix juga bagi kalian yang suka nonton di Netflix pokoknya villa astera the best❤️❤️❤️❤️"
Astera Villa Seminyak,Great private pool villa,08/01/2021,"We had a beautiful stay at this villa, the room is spacious, facilities top notch, the staff form FO to the bellboy really friendly and helpful. Definitely a hidden gem and will come again when we had the time."
Astera Villa Seminyak,Very comfortable villa for honeymoon,08/01/2021,"Really comfortable for staying, clean and alexa is surely helping lol , have a very wonderful honeymoon stays for 5 days and 4 nights. Very friendly and nice service, will be back again here for sure. Thankyou for all staffs, great job."
Astera Villa Seminyak,So fun,08/01/2021,"Staff very loyal , good service thnk you for services. Kamar nya luas, fasilitas sangat nyaman. Nanti bakal balik lagi sama keluarga dan temanteman lain. Terimakasih receptionnya yang ramah mba mega dan candra dan juga manager nya Bapak Lanang. And all staf also, thank you"
Astera Villa Seminyak,Best Villa,08/01/2021,"Good view, Good staff, good meal ...Oke punya dehhhh...Candra, Pak Lanng, Friska good staff and service...villanya bersih, service bagus, makanan enak dan bagus keren buat photo di instagram. Pokoknya kerennnnnn bangettttttt"
Astera Villa Seminyak,Best Villa in Seminyak Area,08/01/2021,"Stay here for 5 nights, amazing experience ! Love the service, all staff so friendly and helpful. The room was perfect, netflix + alexa was there and complete cutleries ! Really helpful during pandemic since we always order Go Food Gonna back here next vacation for sure !"
Astera Villa Seminyak,Liburan,08/01/2021,Petugas ramah pelayanan bagus sangat sangat disarankan intuk meginap disini. Di jamin tdkmengecewakan Kebersihan terjamin Makan tersedia Kenyaman Kolam dan fasilitas terjamin Sangat nyaman sangat recomen
Astera Villa Seminyak,Riview,08/01/2021,"Sangat nyaman, bersih dan dilayani dengan baik. Semua fasilitasnya sangat modern dan tempatnya sangat instagramable. Semua staff ramah dan mematuhi protokol sehingga aman untuk di kunjungi. Jadi sangat berkesan"
Astera Villa Seminyak,Liburan,08/01/2021,Tempat sangat nyaman dan tenang ❤️❤️ staf sangat ramah 😊 sampai ketemu lagi astera ❤️ villa ini sangat recomen untuk berlibur dengan pasangan ataupun keluarga dan juga sahabat 😘 kalo kalian lagi liburan di bali jangan lupa staycation di astera ya ❤️
Astera Villa Seminyak,One of the best stays in Bali,08/01/2021,I’ve stayed in many hotels and resorts in Bali and Astera is hands down one of the best on the island. The place is even better in real life than in photos… And the facilities you get for the price you pay are unbelievable! This is my second time staying here and I’ll definitely be back! Thank you Astera!
Adiwana Arkara Resort,Mantab,10/01/2021,"Mantab hotel sangat nyaman, memuaskan. Lain kali mau ksni lagi bareng keluarga. Dijamin ga bakal nyesel klo kesini. Pelayanannya juga oke, Ramah semua. Kolam luas cocok banget buat liburan bareng keluarga"
Adiwana Arkara Resort,Amazed.,10/01/2021,"Lingkungan yg sangat tenang dan indah. Pelayanan yg sangat ramah. Thanks to Junior Chef (maaf lupa namanya) at KauKau Restaurant for free pancake. Breakfastnya pun enak semua. Terimakasih juga untuk Bli Agung dan seluruh staff karna sudah mengakomodir semua permintaan kami. Terutama terimakasih atas keramahtamahannya terhadap kami, turis domestik. Definitely comeback."
Adiwana Arkara Resort,Satisfied,10/01/2021,The ressort has 2 separate place. On the top for villas while below for room. The room is big and the toilet really big. I feel so comfortable. And really quiet. Perfect for work. The pool also really big and has infinity pool! Looking forward to stay in arkara!
Adiwana Arkara Resort,Excellent,10/01/2021,The staff was friendly and helpfull. Thanks to Mb Indri to show me around the resort. It was so fantastic. I love the vibes. Absolutely will visit again in the near future. Big thanks to all the staff. Cheers
Adiwana Arkara Resort,It's like 5 stars hotel with 2 stars price,10/01/2021,"Best services, clean room, best experience, tasty food, Good place for staycation. The bathub is the best. Amenities is complete with lotion, bath foam, bath salt. They even separate hand soap and body soap. Highly recommended. Would definitely come back!"
Adiwana Arkara Resort,W&S,10/01/2021,"Kamarnya bagus, konsep resort bgt, nyaman & bersih Suasananya tenang, cocok buat kalian yg mau honeymoon😋 Pelayananannya oke bgt, allmost karyawannya ramah bgt, tiap jalan selalu disapa Recomended!🤩"
Adiwana Arkara Resort,Such A great Vibes,10/01/2021,"The room was great, view with pool and good scenery to see sunrise. The breakfast was good. Such enjoying to family leisure here. For couple honeymoon very recommended. The respon of waitress was good too.."
Adiwana Arkara Resort,A really good experience,10/01/2021,"Amazing staff, very nice views and comfortable room. Really high recommended. The location is perfect, in the center of Ubud and very close to the most touristic places. If you are looking for a relaxing time in Ubud, this is the best place in the area!"
Adiwana Arkara Resort,Mr.&Mrs. Aditya,10/01/2021,"Love the vibes. Nature, traditional and the modern matched perfectly. With the good price never expect can stay like this vibes in this beautiful place. Make sure you’re come to the new lobby. Sure will come back💚"
Adiwana Arkara Resort,Tempat nyaman,10/01/2021,"Great place, tempat nyaman untuk melepas penat Great place, tempat nyaman untuk melepas penat Great place, tempat nyaman untuk melepas penat Great place, tempat nyaman untuk melepas penat Great place, tempat nyaman untuk melepas penat"
Adiwana Arkara Resort,Excellent,10/01/2021,"i Love the Adiwana Arkara Resort soooooo much ! Priceless Experience, all staff are so helpful . Nice place to escape from city ! good choice for couples or groups to enjoy the jungle ! Thankyou Adiwana Arkara Resort ❤️"
Adiwana Arkara Resort,Staycation,10/01/2021,"Pelayanannya ok, kamar nya juga ok. will be back again next time🤞🏻 Suasananya juga tenang, kamar nya luas makanannya puas. Pokoknya puas deh kalo kesini, super recommended buat yang mau liburan di Ubud"
Adiwana Arkara Resort,Recommendation place,10/01/2021,"Tempat yg menyenangkan untuk berlibur, servicenya baik, menyediakan antar jemput bandara, tempat bersih, tempat yg tenang untuk beristirahat, kolam renang besar, bathroom bagus menyediakan bathub dan shower"
Adiwana Arkara Resort,Mr dery edward,10/01/2021,Good view. Awesome place. So nature Suka bgt nginep disini Karena kolamnya luas . Cukup sejuk. Dan bisa merasakan bali. Harus kesini lagi. Cocok untuk keluarga . Bawa anak kecil. Dan org tua karena simple
Adiwana Arkara Resort,Liburan akhir Pekan,10/01/2021,"Suasananya nyaman, kolam renang bersih, dan kamar mandi luas banget...suasana tenang dan bisa untuk semuanya deh nyaman banget. recommended banget untuk semua. jadi nggak pengen pulang dan mau lama2 disini A+++"
Adiwana Arkara Resort,"Mantap asri, tapi sarapannya kurang mantap",10/01/2021,Mantap. Tempat bagus. Fasilitas lengkap. Lokasi agak nyelempit. Tapi bagus. Lumayan dingin. Banyak promo. Pizza nya enak. Tapi sarapannya minimalis kalo buat org indo. Mungkin karena yang banyak tinggal disana bule ya. Jadi nya sarapannya cuma ala carte aja
Adiwana Arkara Resort,Excellent Hospitality,10/01/2021,"The staffs are so friendly, they tend to be initiate to ask anything to make our stay more enjoyable while in here. I'd never expect that service at this rate of price before. Of course the room facility as well. Good job Arkara Resort!"
Adiwana Arkara Resort,family vacation,10/01/2021,"the resorts are very beautiful, the rooms are superd especially bathtub with a views, the staffs are friendly, this resorts has huge swimming pool, your kids must be very happy, for the next holiday definitely will be back to Adiawana Arkara 🙏"
Adiwana Arkara Resort,Happy holidays,10/01/2021,"Resort yg sangat indah dan nyaman. Pelayanan staf yg sangat ramah, dan makanan yg nikmat.. Suasana yg sangat asri.. Spa yg sangat menenangkan.. Semoga bisa kembali lagi ke sini lgi. Sangat menyenangkan"
Adiwana Arkara Resort,Day use,10/01/2021,"Kamarnya nyaman, luas, bersih, rapi, para pegawai nya sangat ramah.. semua makannya enak dan murah.. pemandangan jungle nya indah bnget membuat kita lebih tenang dan dapat melepas penat setelah bekerja"
Adiwana Arkara Resort,Weekend Stay!,09/01/2021,LOVE THE JUNGLE VIBES! Totally recommended to spend for the weekend with your travel mates. I love staying in the room which has the access to the pool. Especially when the sun has risen up and spray its ray through the glass door. Definitely best for Instagram material for your feeds.
Adiwana Arkara Resort,Adiwana Arkara Reviews,10/01/2021,love the vibes and great services.. the staff also very warmth and friendly.. the swimming pool are huge and very cool. They also have an amazing jungle view from the room and incredible sunrise views
Adiwana Arkara Resort,Good hospitality,10/01/2021,Great place with great hospitality! Cleanless is superb. The pool is cool. Food tastes delicious. I try their spa facility and i feel satisfied. My body feel fresh after the massage. Really good place to stay! 💖
Adiwana Arkara Resort,Heaven In Ubud,10/01/2021,"This place recomended by my old friend. Then they sent pictures of this place. Well the Pics looked awesome but sometimes not as in real- Gimmicks. Then We gave it a try and once we arrived at night, OMG i can see the beauty of this place (its dark though), what i can say is a real beautiful resort by the junggle. The room was very clean, no smell, no dirts. And the bathing area is huge and comfy-Loove it..!!! This place is good for couple, family, even if you come solo, you wont feel lonely. If u a tiktok person or is a socmed addict, there are many beautiful spots for you to take beautiful pictures within the resort. HA HAA.. The location is nearby ubud center- monkey forest, many places for hang out around, salon, nail spa, shops, foods etc. Dont worry u’ll be starving…"
Adiwana Arkara Resort,Awesome,10/01/2021,"Wow wow wow…… this is one trip I’m not gonna forget. From the time, we stepped into this resort, this was service dished out without comparison. From the front desk to every employee in this resort, this was something I have not experienced in the hospitality industry. Kartana, the chef and his staff went the extra mile to cater to every need. Indri and her staff have to be commended too. They even took our car out for a wash. The suites were well maintained and spacious at an affordable rate. Keep up the great work, Ardiwana!! Thank you to all who made our vacation such an amazing experience!! If I come to Ubud, Ardiwana is my resort of choice. Terima kasih!!"
Adiwana Arkara Resort,One of the great Experience to Stay,10/01/2021,"The Hotel are clean, neat, and good place to spend weekend. The pools are quite comfort and clean to use . The Meals also quite tasty and delicious. Rather than good, the hotels are just great . Keep it up Regards, Hadi K"
Adiwana Arkara Resort,BRLN,10/01/2021,"This is amazing holiday waktu staycation di hotel ini, dengan nuansa yang indah banget. Dan yang bikin kagum semua para pegawai hotel di kawasan ini sangat ramah dan sopan, kamar sangat bersih dan luas 🌟🌟🌟🌟🌟"
Adiwana Arkara Resort,Exceptional hospitality.,09/01/2021,"We made a last minute booking in the evening. Was a big worried that the room won't be ready but turned out it's perfectly fine. We were escorted by Bli Nyoman and he explained about the facilities, room, and area very well. We were welcomed by friendly FO staff, accompanied with tasty drink. Also got a permit for late check out. Will definitely come back here."
Adiwana Arkara Resort,"Warm, cozy, peacefull",09/01/2021,"Tempatnya bagus, pelayanan jg ramah dan oke. Recommended untuk staycation. Spanya enak, bener-bener bikin relax. Suasananya aman dan tenang, enak buat yang mau escape dari hiruk pikuk kota. Makanannya juga enak. Absolutelly will comeback again"
Adiwana Arkara Resort,Nice new hotels,09/01/2021,"Nice new hotels, nice staffs. Only lack of parking space, make it really hectic when lot of guests coming. New pool are good, clean. Tv channels is blurry, and limited Overall, price to value are excellent. Except the parking space."
Adiwana Arkara Resort,Excellent private pool villaa,09/01/2021,"they have a new resort with new concept, recomended villa in ubud bali with amazing pool and amazing facility .. Very friendly staff with great service.. Nice and quiet place. Good food on breakfast👍👍👍👍"
Adiwana Arkara Resort,Ambience is very great,09/01/2021,"Room bersih dan rapi, pelayanan sangat ramah, harga promosi sangat memuaskan thanks so much. Hanya saja, Kolam renang perlu dibersihkan. Sehabis saya berenang, mata terasa perih, dan kunang2. Mohon ditinjau kembali"
Adiwana Arkara Resort,Adiwana arkara,09/01/2021,"Best experience with best services and best view All the staff so professional, If you wanna relaxing your mind and enjoy the nature, this place it’s so recommended And also really liw budget Food, room, pools, view, everything was exelent"
Adiwana Arkara Resort,Perfect Place to escape,09/01/2021,"I like the room most! It’s big, super clean and the best view from the bathtub. So many spot photo, should bring some outfits. It has very recommended coffee latte as my daily need ❤️ Staffs are welcome as well, helpfully and full of smile during their work shift. The acoustic is one of favorite thing, we can enjoy on Saturday Night. I have been there for two times and will be coming there as soon. Thank you all team! Xxxx Ayu"
Adiwana Arkara Resort,Weekendgateway,09/01/2021,Had a weekend gateway amazing place bfast was great. Staf was very professional and warm alway a smile and eager to assist. Specially Indri.. assisted from prebooking arange our spa and welcomed us upon arrival. ......................... see next weekend gateway
Adiwana Arkara Resort,Holiday,09/01/2021,"Kamarnya bagus dan bersih, staff di sini juga ramah seperti. Kebetulan saya di suite room, disana dpt viewnya, jadi fotoable banget. Disediain kaca yang besar juga, pkoknya mantap. Puas bisa beristirahat disini, suasananya juga asri."
Adiwana Arkara Resort,Stay nice,09/01/2021,"Thank you for the hospitality of all staffs, our family was impressed with the the polite service and smiling face. We do hope the hotel will be one of best hotel in indonesia. we will be back to stay again in future. Thank you very much. Harry morohashi"
Adiwana Arkara Resort,hidden gem in the ubud junggle,09/01/2021,"it was a fabolous resort, new and beautiful, hidden inthe midle of ubud junggle, the pool was stunning and large, infinity with valley view and junggle, you can hear the sound of nature all the time you were staying here, well be back again for sure"
Adiwana Arkara Resort,Amazing view,09/01/2021,"Finally I had a vacation with my wife after my wedding. I and my wife decided to spend our weekend in Adiwana Arkara. We were welcomed by Bu Indri. She is very kind, she explain the facility they had. She explain about their pool, restaurant, and spa. Lucky us that I can try the spa, it was wonderful and will definitly come back. We got a lunch in restaurant and it was delicious and finish the day with get a splash on the pool. This resort is very recommended."
Adiwana Arkara Resort,Main pool,08/01/2021,"Suasananya tenang, memang cocok untuk Menikmati waktu bersama teman maupun keluarga, pemandangannya indah, nyaman, fasilitasnya bagus, para karyawannya murah senyum dan ramah kepada kita semua. Pokoknya the best"
Adiwana Arkara Resort,Staff & service yang sangat baik,08/01/2021,Fasilitas yang sangat baik dan lengkap Pelayanan yang diberikan sangat ramah sehingga membuat saya dan teman-teman saya merasa nyaman menikmati waktu liburan disana. Semoga palayanan dan fasilitas bisa selalu dipertahankan bahkan lebih baik lagi. Saya tidak ragu untuk berkunjung lagi jika saya memiliki waktu luang
Adiwana Arkara Resort,The pool,09/01/2021,"At the first time I arrived, I am so in love with the main pool they have. It offers u beautiful valley. The place for healing myself. The staff were nice and helpfull. Definitely will come back again soon! Thank You for having me. much love, Jhuna."
Adiwana Arkara Resort,Relaxing Resort!,09/01/2021,"Stay at the villa during the weekend with my wife, and this is our first stay here. The ambience of the resort is really relaxing, the staffs are friendly and helpful. The food was good. This is most recommended place for relax and definitely will come back again."
Adiwana Arkara Resort,Luar biasa!!!!,09/01/2021,"Resort yang luar biasa, pemandangan yang sejuk, kamar dengan balcony yang kuat biasa, kolam renang yang besar dan bersih. Kebersihan kamar yang luar biasa. Sangat recomended bagi yang ingin liburan dan melepas stress saat bekerja. Sangat nyaman untuk keluarga!!!"
Adiwana Arkara Resort,Staycation,09/01/2021,"Ini kali kedua nginep disini, Love the room, foods, service, semua excellent!!! ❤️❤️❤️❤️ Latte dan bubur ayamnya favoriteku banget! Thankyou juga buat mbak ratna yg slalu ngasi pelayanan terbaik ketika kita breakfast, so friendly. Masakan Cheffnya juga enak2 banget, semua staff ramah dan sangat membantu. Love it 🥳❤️"
Adiwana Arkara Resort,Best 1 bed room villa in Ubud!!,08/01/2021,"If you’re looking for a mini escape from the big crowds, this place is definitely for you. We booked our stay for 2 nights. The one bed room villa was very clean, spacious, which allowed myself to heal. The whole resort is surrounded by jungles and rice fields, bringing the calm atmosphere. The resort is also close to the Ubud centre. Highly recommended!!"
Adiwana Arkara Resort,STAYCATION,08/01/2021,"Penginapan dengan tempat yang bagus, banyak spot untuk berfoto, cocok banget untuk bisa merayakan ulang tahun tahun. Bisa berenang di publik pool. Fasilitasnya lengkap dan gampang untuk di gunakan🥰✨✨"
Adiwana Arkara Resort,"Very friendly staff, room was immaculate",08/01/2021,The rooms were exactly as pictured when booking and spotlessly clean. The check-in process was easy and completely no-contact to meet health requirements. The staff were very friendly and went out of their way to make sure I had a good stay. Special thank you to Pak Cahaya and Bli Puja for looking after me in the restaurant and Mbok Indra at reception for her help as well. Highly recommended!
Adiwana Arkara Resort,salah satu resort terbaik di ubud,08/01/2021,"kami menginap di kamar pool access 114. dari awal kami check in sampai check out, pelayanan staff nya amat sangat memuaskan. seluruh staff sangat ramah dan helpful.. kami merasa benar benar dilayani. pelayanan Spa juga memuaskan. kamarnya bersih, luas, dan benar benar nyaman. thank you adiwana arkara for the best hospitality. terutama untuk mba rini dan bli cahya di restoran yang sangat baik dan ramah. Salah satu resort terbaik di ubud 👍👍👍👍"
Adiwana Arkara Resort,Businesses man,08/01/2021,"1.Pool with lush garden and natural view ❤️ 2.Room size is big, cleanliness is on top notch with complete amenities❤️ 3.All staffs is very attentive and freindly ❤️ 4.All price of food and beverage is affordable and the taste is so delicious ❤️ 5.highly recommend to all of you guys for a staycation with your family and friends ❤️"
Adiwana Arkara Resort,Family staycation,08/01/2021,"Good service pelayanan ramah makanannya enak Rekomended untuk staycation selanjutnya, Kamarnya luas terutama kamar mandi dan bathtubnya, dan furniturenya masih baru.. Untuk kolam renang nya bersih untuk makan malam ngga perlu beli keluar beli disana saja harga sangat terjangkau"
Adiwana Arkara Resort,Pleasant stay in Arkara Jungle Suite,08/01/2021,"This is my second stay in Adiwana Arkara, located on the outskirts of Ubud. We were stay in their new suites, Arkara Jungle Suite, where the view is pool and lovely lush greeneries. Room is comfy, clean and nice wood dominant room combined with Balinese art touch. Their staff was friendly and helpful. Thank you for your hospitality, hopefully soon there are a lot activities could be done here such as cycling, yoga, etc, so we can spend more time to relax in this beautiful property!"
Adiwana Arkara Resort,Vacation,08/01/2021,The room is big and comfy with really a good view and the staff is so helpful too. Highly recommend for couple or family traveller. I enjoyed my stay at Adiwana Arkara and for sure will be back again with my family.
Adiwana Arkara Resort,Menyenangkan,08/01/2021,"Staycation di resort ini berasa seperti di rumah sendiri, mobile office juga nyaman! Betah banget.. Udah pasti bakal balik lagi sih klo ke ubud lagi.. Lokasi nya juga dekat banget dengan monkey forest!"
Adiwana Arkara Resort,Excellent Resort with jungle view!,08/01/2021,"It's a very pleasant stay at Adiwana Arkara Resort. Stayed for 2 nights at their Arkara Jungle Suite. My room has a balcony overlooking the pool and the jungle view. In the morning you can see the sunrise and it's breathtaking! Room was spacious and clean, bed was very comfy. The pool is an infinity pool, big and beautiful. The food was delicious, I also tried their famous charcoal coffee ""Kauppucino"" and it taste good. Staff all very polite and helpful from receptionist to restaurant staff & housekeeping. They will make sure you have a comfy stay. Special thanks to Yoga who assist me during my stay. Highly recommended place to stay in Ubud!"
11 on Kajeng,Best Place to Stay in Ubud,08/01/2021,"Been staying here for a month. I love how quite, private, and strategic this place is. Very good hospitality as well. Very recommended if you r looking to stay solo and want to explore ubud in more depth. They have beautiful garden and patio where you can enjoy working from Bali. Looking forward to stay here again next time. Thank you Bina and the crew. I love you guys ❤️"
Wapa di Ume Sidemen,One of the best hotels in Bali,09/01/2021,"An incredible hotel! Checked in here for a few nights with my partner and we had a brilliant time. Definitely one of the best hotels in Bali. Staff were lovely and so helpful. Pool was beautiful with spectacular views over The Valley. Room was beautiful, too. Would absolutely visit again in the future :)"
Wapa di Ume Sidemen,Amazing stay in beautiful Sidemen,10/01/2021,Our two days at Wapa di Ume Sidemen were amazing. The views on the rice terraces and green mountains are beautiful. The river is so relaxing at the resort and if Mount Agung is clear you will have amazing views from Wapa di Ume. The flowerbath is also a very special experience!
Nyuh Bali Villas,Romantic Villa with Balinese Style,08/01/2021,Enjoy my time stay in this villa. The location is in the heart of Seminyak. Each villa represents the authentic Balinese style featuring a private pool and tropical greenery. Highly recommend place to stay🥰
Komaneka at Keramas Beach,Luxury staycation in Komaneka Keramas Resort,09/01/2021,"We had staycation in komaneka keramas, las t week, the property was amazing, the properties complete with 5 star facilities, private acess. What make a very special is the property is right in the beach, the swimming pool is designed with Olympic sized, we had enjoyed the food also. The staff really friendly"
Ulaman Eco Retreat,One of the best bamboo architecture,10/01/2021,Really an unforgettable experience staying at the Ulama Eco Retreat. The building design is unique because it is made of bamboo. There are many activities that can be done during your stay there such as yoga classes and rice field trekking. The location is quite close to canggu. Affordable price compared to the quality.
Ulaman Eco Retreat,Best experience Resort to refresh your mind and soul with friendly budget,10/01/2021,"I'm really thankful to our travel agent for reccomending us such a gem deep inside Tabanan Bali, Ulaman Eco Retreat is the best experience for calming your soul and mind, we book the Kelapa room with breakfast, they have a small private pool , the breakfast quite good, and we tried the Balinese massage 1 hour only for 15$ its so relaxing at the Tree House with the sound of small waterfall and bird chirping,and they have public pool too with bar lounge, the theme is back to nature so they design all with nature theme mostly with bamboo and wood, the staff so helpful and friendly, and they on progress for the Ulaman 2, and you can do Yoga Class in the morning with very humble and professional Mr.Kon , my suggest is to try the Bali Massage and take the Yoga Morning Class,…"
Ulaman Eco Retreat,Perfect Stay!,09/01/2021,"Amazing experience the moment we step our foot inside the property. Staff and trainee provided excellent services and very informative throughout the stay. We tried the free massage and just can’t get enough of it so my partner decided to get additional massage thanks to Ms. Fitri. They also provided turn down service and mosquito repellant spraying which is very nice and show their anticipation of guest needs and comfort. Breakfast is superb and view was amazing. We went to see the waterfall but sadly the water was very dirty because of the property extension construction. Other than that, everything was perfect."
Puri Sebali Resort,Cozy resort in Ubud,10/01/2021,"Amazing stay in Ubud. Great service and also affordable prices. I love the concept and the interior. If you have more time to stay, please try their spa services 🤗👍 To access Puri Sebali Resort, you need to enter the alley from the main road."
Puri Sebali Resort,Exceeding expectations,10/01/2021,"Lovely view and surroundings, nice warm pool, friendly helpful staffs, gives really good value to the really re reasonable price. Great for a quick gateaway and when you don't really want to leave your room and in need of getting closer to nature away from your boring city routines"
Puri Sebali Resort,Nice nature resort experience,10/01/2021,Stay here around 2 days. The place is so quiet and amazing view. We got room upgraded from the staff. The staff is very helpful and considerate. The view from our balcony is nice. Breakfast is quite good. We love the bali coffee so much here. The infinity pool also available.
Puri Sebali Resort,Honeymoon at puri sebali with private pool cliff,10/01/2021,"At first it was a bit misscommunication beetween air bnb and the resort about our reservation, so I get the check in so long, but their service is amazing... they give us compliment spa and its wonderfull... love their services and the place was so romantic and have the nice rice field view from the pool, will going back for sure..."
Puri Sebali Resort,Very satisfied,10/01/2021,"Perfect, amazing experience. Definitely will come back for christmast holiday. staffs are very helpfull. Can not wait for the next holiday in puri sebali. Close to the nature, can feel the ambiance, really quiet. If you have a lot of business, than you have take a rest in this beautiful place."
Puri Sebali Resort,good view great service 20 - 22 oktober 2021,10/01/2021,"amazing banget sama service staff yang super ramah di resort puri sebali. dari pagi udah dikabarin kalo dijemputnya jam sekian, dari driver yg jemput ramah bgt namanya pak ari. sampe di resort di sambut staff receptionist namanya kak suka. receptionistnya ramah bgt, ngejelasin paket yg didapet apa aja dgn sabar, sampe ngajak ngobrol dulu pas lagi nunggu motor datenf katanya biar gak betee. gak salah pilih resort sih ini.. viewnya bagus banget, dapet kamar jugaa sesuai ekspetasi karna free upgrade, tapi terbaik mba suka yv ramah bangeeeet. great job banget emang.. next ke ubud pasti book resort puri sebali lagi..."
Puri Sebali Resort,stay 16 17 oct 2021,10/01/2021,Suka membantu saya dan memberikan exceptional service. very recommended staff and villa. villa nya sangat bersih dan nyaman untuk ditinggali. breakfastnya juga tepat waktu. room service sangat memuaskan
Puri Sebali Resort,Beautiful view and amazing staffs,10/01/2021,"I love everything about this resort. Nice view, nice tub, clean large comfortable bed and amazing staffs. We received a free upgrade and greatly appreciate it. The room offers total privacy. Super quiet and relaxing, too!"
Puri Sebali Resort,"Floating breakfast, floral bath and perfect vacation!",09/01/2021,"Special thanks to Ms. Suka, the manager of Puri Sebali Resort. Our stay was perfect and wonderful, because of her help and kindness. When we arrived, she made for us delicious welcome drink, and when she found out about my boyfriend's birthday, Ms. Suka and working staff made a great surprise with a cake and birthday decorations! We had a relaxing foot massage in splendid spa, near the pool. The room was, as we expected, amazing. With huge bath and cozy bed, beautiful garden view. Also, we were lucky to get the discount for our room, because of the season. We ordered the floating breakfast and a floral bath - and had an incredible romantic holiday. We definitely will be back and hope to see all the staff and Ms. Suka again! Thank you one more time!"
Puri Sebali Resort,"лучший вид в убуде отличные и постоянные номера, мы жили здесь 2 месяца и остались в большом восторге. Прекрасные люди",09/01/2021,"прекрасные люди и прекрасный вид, лучшее соотношение цены и качества, обязательно вернёмся. мы жили здесь 2 месяца с нашими друзьями и остались т очень довольны. Это действительно лучший вид в Убуд. Обязательно посетите это прекрасное место ❤️🙏"
Puri Sebali Resort,"""LOVELY STAY WITH WARM WELCOME""",08/01/2021,Firstly thank you to Ms.Hastari for the outstanding service. Thank you for the hospitality during our stay It was great experience to stay there The staff was very welcome and helpfull Service was excellent.
Puri Sebali Resort,Recommended place .. the best,09/01/2021,Its amazing resort ... The room was clean and comfortable the room views was perfect the staff was soo soo friendly and helpful specially reception lady Hastari she was really helpful with everything and so polite And thanks also for restaurant ppl Thanks all to make my day good And sure see you soon
